Groups, Dataset Name, Size,Shape,Type
AwakeEventData/TT41.BPM.412347/Acquisition/horAvePos,horAvePos,1,"(1,)",float32
AwakeEventData/TT41.BPM.412347/Acquisition/horPos,horPos,12,"(12,)",float32
AwakeEventData/TT41.BPM.412347/Acquisition/posOK,posOK,1,"(1,)"
AwakeEventData/TT41.BPM.412347/Acquisition/sigma,sigma,12,"(12,)",int32
AwakeEventData/TT41.BPM.412347/Acquisition/sigmaAvePos,sigmaAvePos,1,"(1,)",float32
AwakeEventData/TT41.BPM.412347/Acquisition/spsExtraction,spsExtraction,1,(),bool
AwakeEventData/TT41.BPM.412347/Acquisition/spsExtractionIndex,spsExtractionIndex,1,"(1,)",int32
AwakeEventData/TT41.BPM.412347/Acquisition/verAvePos,verAvePos,1,"(1,)",float32
AwakeEventData/TT41.BPM.412347/Acquisition/verPos,verPos,12,"(12,)",float32
AwakeEventData/TT41.BPM.412349/Acquisition/horAvePos,horAvePos,1,"(1,)",float32
AwakeEventData/TT41.BPM.412349/Acquisition/horPos,horPos,12,"(12,)",float32
AwakeEventData/TT41.BPM.412349/Acquisition/posOK,posOK,1,"(1,)"
AwakeEventData/TT41.BPM.412349/Acquisition/sigma,sigma,12,"(12,)",int32
AwakeEventData/TT41.BPM.412349/Acquisition/sigmaAvePos,sigmaAvePos,1,"(1,)",float32
AwakeEventData/TT41.BPM.412349/Acquisition/spsExtraction,spsExtraction,1,(),bool
AwakeEventData/TT41.BPM.412349/Acquisition/spsExtractionIndex,spsExtractionIndex,1,"(1,)",int32
AwakeEventData/TT41.BPM.412349/Acquisition/verAvePos,verAvePos,1,"(1,)",float32
AwakeEventData/TT41.BPM.412349/Acquisition/verPos,verPos,12,"(12,)",float32
AwakeEventData/TT41.BPM.412349_HF/Acquisition/horAvePos,horAvePos,1,"(1,)",float32
AwakeEventData/TT41.BPM.412349_HF/Acquisition/horPos,horPos,12,"(12,)",float32
AwakeEventData/TT41.BPM.412349_HF/Acquisition/posOK,posOK,0,"(0,)"
AwakeEventData/TT41.BPM.412349_HF/Acquisition/sigma,sigma,12,"(12,)",int32
AwakeEventData/TT41.BPM.412349_HF/Acquisition/sigmaAvePos,sigmaAvePos,1,"(1,)",float32
AwakeEventData/TT41.BPM.412349_HF/Acquisition/spsExtraction,spsExtraction,1,(),bool
AwakeEventData/TT41.BPM.412349_HF/Acquisition/spsExtractionIndex,spsExtractionIndex,1,"(1,)",int32
AwakeEventData/TT41.BPM.412349_HF/Acquisition/verAvePos,verAvePos,1,"(1,)",float32
AwakeEventData/TT41.BPM.412349_HF/Acquisition/verPos,verPos,12,"(12,)",float32
AwakeEventData/TT41.BPM.412351/Acquisition/horAvePos,horAvePos,1,"(1,)",float32
AwakeEventData/TT41.BPM.412351/Acquisition/horPos,horPos,12,"(12,)",float32
AwakeEventData/TT41.BPM.412351/Acquisition/posOK,posOK,1,"(1,)"
AwakeEventData/TT41.BPM.412351/Acquisition/sigma,sigma,12,"(12,)",int32
AwakeEventData/TT41.BPM.412351/Acquisition/sigmaAvePos,sigmaAvePos,1,"(1,)",float32
AwakeEventData/TT41.BPM.412351/Acquisition/spsExtraction,spsExtraction,1,(),bool
AwakeEventData/TT41.BPM.412351/Acquisition/spsExtractionIndex,spsExtractionIndex,1,"(1,)",int32
AwakeEventData/TT41.BPM.412351/Acquisition/verAvePos,verAvePos,1,"(1,)",float32
AwakeEventData/TT41.BPM.412351/Acquisition/verPos,verPos,12,"(12,)",float32
AwakeEventData/TT41.BPM.412351_HF/Acquisition/horAvePos,horAvePos,1,"(1,)",float32
AwakeEventData/TT41.BPM.412351_HF/Acquisition/horPos,horPos,12,"(12,)",float32
AwakeEventData/TT41.BPM.412351_HF/Acquisition/posOK,posOK,0,"(0,)"
AwakeEventData/TT41.BPM.412351_HF/Acquisition/sigma,sigma,12,"(12,)",int32
AwakeEventData/TT41.BPM.412351_HF/Acquisition/sigmaAvePos,sigmaAvePos,1,"(1,)",float32
AwakeEventData/TT41.BPM.412351_HF/Acquisition/spsExtraction,spsExtraction,1,(),bool
AwakeEventData/TT41.BPM.412351_HF/Acquisition/spsExtractionIndex,spsExtractionIndex,1,"(1,)",int32
AwakeEventData/TT41.BPM.412351_HF/Acquisition/verAvePos,verAvePos,1,"(1,)",float32
AwakeEventData/TT41.BPM.412351_HF/Acquisition/verPos,verPos,12,"(12,)",float32
AwakeEventData/TT41.BTV.412350/Acquisition/acqCounter,acqCounter,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/acqDesc,acqDesc,1,"(1,)",|S7
AwakeEventData/TT41.BTV.412350/Acquisition/acqMsg,acqMsg,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412350/Acquisition/acqState,acqState,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/acqTime,acqTime,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412350/Acquisition/acqTimeInCycle,acqTimeInCycle,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/amplitudeSet1,amplitudeSet1,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/amplitudeSet2,amplitudeSet2,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/beamID,beamID,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/cameraOffset,cameraOffset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/cameraOffset_max,cameraOffset_max,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/cameraOffset_min,cameraOffset_min,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/cameraSwitch,cameraSwitch,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/cameraZoom,cameraZoom,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/cycleTime,cycleTime,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412350/Acquisition/descSet1,descSet1,1,"(1,)",|S21
AwakeEventData/TT41.BTV.412350/Acquisition/descSet2,descSet2,1,"(1,)",|S19
AwakeEventData/TT41.BTV.412350/Acquisition/deviceName,deviceName,1,"(1,)",|S15
AwakeEventData/TT41.BTV.412350/Acquisition/filterSelect,filterSelect,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/filterSelectStr,filterSelectStr,4,"(4,)",|S9
AwakeEventData/TT41.BTV.412350/Acquisition/filterSelect_max,filterSelect_max,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/filterSelect_min,filterSelect_min,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/firstLamp,firstLamp,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/firstLamp_max,firstLamp_max,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/firstLamp_min,firstLamp_min,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/leftBottomReference,leftBottomReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/leftTopReference,leftTopReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/mire,mire,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/nbAcq,nbAcq,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/nbDataSets,nbDataSets,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/nbGates,nbGates,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/nbPtsPerProjInSet1,nbPtsPerProjInSet1,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/nbPtsPerProjInSet2,nbPtsPerProjInSet2,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/observables,observables,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/offsetCalSet1,offsetCalSet1,4,"(4,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/offsetCalSet2,offsetCalSet2,4,"(4,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/offsetSet1,offsetSet1,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/offsetSet2,offsetSet2,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/pixelCalSet1,pixelCalSet1,4,"(4,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/pixelCalSet2,pixelCalSet2,4,"(4,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/planeSet1,planeSet1,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/planeSet2,planeSet2,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/positionSet1,positionSet1,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/positionSet2,positionSet2,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/projDataSet1,projDataSet1,400,"(1, 400)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/projDataSet2,projDataSet2,300,"(1, 300)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/projPositionSet1,projPositionSet1,400,"(1, 400)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/projPositionSet2,projPositionSet2,300,"(1, 300)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/propType,propType,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/rightBottomReference,rightBottomReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/rightTopReference,rightTopReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/saturationThreshold,saturationThreshold,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/screenSelect,screenSelect,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/screenSelectStr,screenSelectStr,4,"(4,)",|S10
AwakeEventData/TT41.BTV.412350/Acquisition/screenSelect_max,screenSelect_max,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/screenSelect_min,screenSelect_min,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/secondLamp,secondLamp,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/secondLamp_max,secondLamp_max,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/secondLamp_min,secondLamp_min,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/sigmaSet1,sigmaSet1,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/sigmaSet2,sigmaSet2,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/superCycleNb,superCycleNb,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Acquisition/tgSet1,tgSet1,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/tgSet2,tgSet2,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412350/Acquisition/userImageSelection,userImageSelection,1,"(1,)"
AwakeEventData/TT41.BTV.412350/Acquisition/userImageSelectionNumber,userImageSelectionNumber,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Acquisition/videoGain,videoGain,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/acqCounter,acqCounter,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/acqDesc,acqDesc,1,"(1,)",|S7
AwakeEventData/TT41.BTV.412350/Image/acqMsg,acqMsg,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412350/Image/acqState,acqState,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/acqTime,acqTime,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412350/Image/acqTimeInCycle,acqTimeInCycle,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Image/amplitudeSet1,amplitudeSet1,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Image/amplitudeSet2,amplitudeSet2,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Image/beamID,beamID,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/cameraOffset,cameraOffset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Image/cameraOffset_max,cameraOffset_max,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Image/cameraOffset_min,cameraOffset_min,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Image/cameraSwitch,cameraSwitch,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/cameraZoom,cameraZoom,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/cycleTime,cycleTime,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412350/Image/descSet1,descSet1,1,"(1,)",|S21
AwakeEventData/TT41.BTV.412350/Image/descSet2,descSet2,1,"(1,)",|S19
AwakeEventData/TT41.BTV.412350/Image/deviceName,deviceName,1,"(1,)",|S15
AwakeEventData/TT41.BTV.412350/Image/filterSelect,filterSelect,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/filterSelectStr,filterSelectStr,4,"(4,)",|S9
AwakeEventData/TT41.BTV.412350/Image/filterSelect_max,filterSelect_max,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/filterSelect_min,filterSelect_min,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/firstLamp,firstLamp,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Image/firstLamp_max,firstLamp_max,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Image/firstLamp_min,firstLamp_min,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Image/imagePositionSet1,imagePositionSet1,400,"(1, 400)",float64
AwakeEventData/TT41.BTV.412350/Image/imagePositionSet1_unit,imagePositionSet1_unit,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412350/Image/imagePositionSet2,imagePositionSet2,300,"(1, 300)",float64
AwakeEventData/TT41.BTV.412350/Image/imagePositionSet2_unit,imagePositionSet2_unit,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412350/Image/imageSet,imageSet,120000,"(1, 120000)",int16
AwakeEventData/TT41.BTV.412350/Image/leftBottomReference,leftBottomReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412350/Image/leftTopReference,leftTopReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412350/Image/mire,mire,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/nbAcq,nbAcq,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/nbDataSets,nbDataSets,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/nbImages,nbImages,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/nbPtsInSet1,nbPtsInSet1,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/nbPtsInSet2,nbPtsInSet2,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/observables,observables,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/offsetCalSet1,offsetCalSet1,4,"(4,)",float64
AwakeEventData/TT41.BTV.412350/Image/offsetCalSet2,offsetCalSet2,4,"(4,)",float64
AwakeEventData/TT41.BTV.412350/Image/pixelCalSet1,pixelCalSet1,4,"(4,)",float64
AwakeEventData/TT41.BTV.412350/Image/pixelCalSet2,pixelCalSet2,4,"(4,)",float64
AwakeEventData/TT41.BTV.412350/Image/planeSet1,planeSet1,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/planeSet2,planeSet2,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/positionSet1,positionSet1,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Image/positionSet2,positionSet2,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Image/propType,propType,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/rightBottomReference,rightBottomReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412350/Image/rightTopReference,rightTopReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412350/Image/saturationThreshold,saturationThreshold,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Image/screenSelect,screenSelect,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/screenSelectStr,screenSelectStr,4,"(4,)",|S10
AwakeEventData/TT41.BTV.412350/Image/screenSelect_max,screenSelect_max,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/screenSelect_min,screenSelect_min,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/secondLamp,secondLamp,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Image/secondLamp_max,secondLamp_max,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Image/secondLamp_min,secondLamp_min,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Image/sigmaSet1,sigmaSet1,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Image/sigmaSet2,sigmaSet2,1,"(1,)",float64
AwakeEventData/TT41.BTV.412350/Image/superCycleNb,superCycleNb,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350/Image/userImageSelection,userImageSelection,1,"(1,)"
AwakeEventData/TT41.BTV.412350/Image/userImageSelectionNumber,userImageSelectionNumber,1,"(1,)",int16
AwakeEventData/TT41.BTV.412350/Image/videoGain,videoGain,1,"(1,)",int32
AwakeEventData/TT41.BTV.412350.STREAK/StreakImage,StreakImage,1,(),|S105
AwakeEventData/TT41.BTV.412353/Acquisition/acqCounter,acqCounter,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/acqDesc,acqDesc,1,"(1,)",|S7
AwakeEventData/TT41.BTV.412353/Acquisition/acqMsg,acqMsg,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412353/Acquisition/acqState,acqState,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/acqTime,acqTime,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412353/Acquisition/acqTimeInCycle,acqTimeInCycle,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/amplitudeSet1,amplitudeSet1,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/amplitudeSet2,amplitudeSet2,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/beamID,beamID,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/cameraOffset,cameraOffset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/cameraOffset_max,cameraOffset_max,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/cameraOffset_min,cameraOffset_min,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/cameraSwitch,cameraSwitch,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/cameraZoom,cameraZoom,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/cycleTime,cycleTime,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412353/Acquisition/descSet1,descSet1,1,"(1,)",|S21
AwakeEventData/TT41.BTV.412353/Acquisition/descSet2,descSet2,1,"(1,)",|S19
AwakeEventData/TT41.BTV.412353/Acquisition/deviceName,deviceName,1,"(1,)",|S15
AwakeEventData/TT41.BTV.412353/Acquisition/filterSelect,filterSelect,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/filterSelectStr,filterSelectStr,4,"(4,)",|S9
AwakeEventData/TT41.BTV.412353/Acquisition/filterSelect_max,filterSelect_max,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/filterSelect_min,filterSelect_min,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/firstLamp,firstLamp,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/firstLamp_max,firstLamp_max,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/firstLamp_min,firstLamp_min,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/leftBottomReference,leftBottomReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/leftTopReference,leftTopReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/mire,mire,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/nbAcq,nbAcq,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/nbDataSets,nbDataSets,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/nbGates,nbGates,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/nbPtsPerProjInSet1,nbPtsPerProjInSet1,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/nbPtsPerProjInSet2,nbPtsPerProjInSet2,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/observables,observables,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/offsetCalSet1,offsetCalSet1,4,"(4,)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/offsetCalSet2,offsetCalSet2,4,"(4,)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/offsetSet1,offsetSet1,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/offsetSet2,offsetSet2,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/pixelCalSet1,pixelCalSet1,4,"(4,)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/pixelCalSet2,pixelCalSet2,4,"(4,)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/planeSet1,planeSet1,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/planeSet2,planeSet2,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/positionSet1,positionSet1,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/positionSet2,positionSet2,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/projDataSet1,projDataSet1,400,"(1, 400)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/projDataSet2,projDataSet2,300,"(1, 300)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/projPositionSet1,projPositionSet1,400,"(1, 400)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/projPositionSet2,projPositionSet2,300,"(1, 300)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/propType,propType,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/rightBottomReference,rightBottomReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/rightTopReference,rightTopReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/saturationThreshold,saturationThreshold,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/screenSelect,screenSelect,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/screenSelectStr,screenSelectStr,4,"(4,)",|S10
AwakeEventData/TT41.BTV.412353/Acquisition/screenSelect_max,screenSelect_max,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/screenSelect_min,screenSelect_min,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/secondLamp,secondLamp,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/secondLamp_max,secondLamp_max,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/secondLamp_min,secondLamp_min,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/sigmaSet1,sigmaSet1,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/sigmaSet2,sigmaSet2,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/superCycleNb,superCycleNb,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Acquisition/tgSet1,tgSet1,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/tgSet2,tgSet2,1,"(1, 1)",float64
AwakeEventData/TT41.BTV.412353/Acquisition/userImageSelection,userImageSelection,1,"(1,)"
AwakeEventData/TT41.BTV.412353/Acquisition/userImageSelectionNumber,userImageSelectionNumber,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Acquisition/videoGain,videoGain,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/acqCounter,acqCounter,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/acqDesc,acqDesc,1,"(1,)",|S7
AwakeEventData/TT41.BTV.412353/Image/acqMsg,acqMsg,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412353/Image/acqState,acqState,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/acqTime,acqTime,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412353/Image/acqTimeInCycle,acqTimeInCycle,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Image/amplitudeSet1,amplitudeSet1,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Image/amplitudeSet2,amplitudeSet2,1,"(1,)",float64
AwakeEventData/TT41.BTV.412353/Image/beamID,beamID,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/cameraOffset,cameraOffset,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Image/cameraOffset_max,cameraOffset_max,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Image/cameraOffset_min,cameraOffset_min,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Image/cameraSwitch,cameraSwitch,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/cameraZoom,cameraZoom,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/cycleTime,cycleTime,1,"(1,)",|S26
AwakeEventData/TT41.BTV.412353/Image/descSet1,descSet1,1,"(1,)",|S21
AwakeEventData/TT41.BTV.412353/Image/descSet2,descSet2,1,"(1,)",|S19
AwakeEventData/TT41.BTV.412353/Image/deviceName,deviceName,1,"(1,)",|S15
AwakeEventData/TT41.BTV.412353/Image/filterSelect,filterSelect,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/filterSelectStr,filterSelectStr,4,"(4,)",|S9
AwakeEventData/TT41.BTV.412353/Image/filterSelect_max,filterSelect_max,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/filterSelect_min,filterSelect_min,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/firstLamp,firstLamp,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Image/firstLamp_max,firstLamp_max,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Image/firstLamp_min,firstLamp_min,1,"(1,)",int16
AwakeEventData/TT41.BTV.412353/Image/imagePositionSet1,imagePositionSet1,400,"(1, 400)",float64
AwakeEventData/TT41.BTV.412353/Image/imagePositionSet1_unit,imagePositionSet1_unit,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412353/Image/imagePositionSet2,imagePositionSet2,300,"(1, 300)",float64
AwakeEventData/TT41.BTV.412353/Image/imagePositionSet2_unit,imagePositionSet2_unit,1,"(1,)",|S2
AwakeEventData/TT41.BTV.412353/Image/imageSet,imageSet,120000,"(1, 120000)",int16
AwakeEventData/TT41.BTV.412353/Image/leftBottomReference,leftBottomReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412353/Image/leftTopReference,leftTopReference,2,"(2,)",int16
AwakeEventData/TT41.BTV.412353/Image/mire,mire,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/nbAcq,nbAcq,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/nbDataSets,nbDataSets,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/nbImages,nbImages,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/nbPtsInSet1,nbPtsInSet1,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/nbPtsInSet2,nbPtsInSet2,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/observables,observables,1,"(1,)",int32
AwakeEventData/TT41.BTV.412353/Image/offsetCalSet1,offsetCalSet1,4,"(4,)",float64
